datetime,portfolio_value,cash,positions,return
2020-02-29 09:29:00-05:00,94799.77203269958,47656.875243148796,"[{'asset': USD, 'quantity': 47656.875243148796}, {'asset': AAPL, 'quantity': 733.0}]",0.0
2020-03-02 08:30:00-05:00,99384.68501945495,47656.875243148796,"[{'asset': USD, 'quantity': 47656.875243148796}, {'asset': AAPL, 'quantity': 733.0}]",0.04836417734394849
2020-03-02 09:30:00-05:00,99384.68501945495,47656.875243148796,"[{'asset': USD, 'quantity': 47656.875243148796}, {'asset': AAPL, 'quantity': 733.0}]",0.0
2020-03-02 09:30:00-05:00,99384.68501945495,47656.875243148796,"[{'asset': USD, 'quantity': 47656.875243148796}, {'asset': AAPL, 'quantity': 733.0}]",0.0
2020-03-03 09:30:00-05:00,105111.86144157409,23804.21534629821,"[{'asset': USD, 'quantity': 23804.21534629821}, {'asset': AAPL, 'quantity': 1071.0}]",0.057626347771772
2020-03-04 09:30:00-05:00,102892.24806877135,11885.167319259635,"[{'asset': USD, 'quantity': 11885.167319259635}, {'asset': AAPL, 'quantity': 1228.0}]",-0.021116678387781196
2020-03-05 09:30:00-05:00,102591.40367790221,5956.36727043151,"[{'asset': USD, 'quantity': 5956.36727043151}, {'asset': AAPL, 'quantity': 1308.0}]",-0.002923878100788091
2020-03-06 09:30:00-05:00,98035.16738029479,3001.1673802947917,"[{'asset': USD, 'quantity': 3001.1673802947917}, {'asset': AAPL, 'quantity': 1348.0}]",-0.044411482193111085
2020-03-07 09:30:00-05:00,98027.52742668151,18221.52742668151,"[{'asset': USD, 'quantity': 18221.52742668151}, {'asset': AAPL, 'quantity': 1132.0}]",-7.79307448279809e-05
2020-03-07 09:29:00-05:00,98027.52742668151,18221.52742668151,"[{'asset': USD, 'quantity': 18221.52742668151}, {'asset': AAPL, 'quantity': 1132.0}]",0.0
2020-03-09 08:30:00-04:00,96652.15157218932,18221.52742668151,"[{'asset': USD, 'quantity': 18221.52742668151}, {'asset': AAPL, 'quantity': 1132.0}]",-0.014030506436275125
2020-03-09 09:30:00-04:00,96652.15157218932,20992.927573165885,"[{'asset': USD, 'quantity': 20992.927573165885}, {'asset': AAPL, 'quantity': 1092.0}]",0.0
2020-03-09 09:30:00-04:00,96652.15157218932,20992.927573165885,"[{'asset': USD, 'quantity': 20992.927573165885}, {'asset': AAPL, 'quantity': 1092.0}]",0.0
2020-03-10 09:30:00-04:00,96729.83907218932,10530.89202018737,"[{'asset': USD, 'quantity': 10530.89202018737}, {'asset': AAPL, 'quantity': 1243.0}]",0.0008037844862871513
2020-03-11 09:30:00-04:00,89656.69754692077,5260.481741867057,"[{'asset': USD, 'quantity': 5260.481741867057}, {'asset': AAPL, 'quantity': 1319.0}]",-0.0731226433654033
2020-03-12 09:30:00-04:00,91388.52490898132,40132.30707450866,"[{'asset': USD, 'quantity': 40132.30707450866}, {'asset': AAPL, 'quantity': 774.0}]",0.01931620737150408
2020-03-13 09:30:00-04:00,91388.52490898132,20066.88846488952,"[{'asset': USD, 'quantity': 20066.88846488952}, {'asset': AAPL, 'quantity': 1077.0}]",0.0
2020-03-14 09:30:00-04:00,91388.52490898132,10001.067908248893,"[{'asset': USD, 'quantity': 10001.067908248893}, {'asset': AAPL, 'quantity': 1229.0}]",0.0
2020-03-14 09:29:00-04:00,91388.52490898132,10001.067908248893,"[{'asset': USD, 'quantity': 10001.067908248893}, {'asset': AAPL, 'quantity': 1229.0}]",0.0
2020-03-16 08:30:00-04:00,86048.51372047424,10001.067908248893,"[{'asset': USD, 'quantity': 10001.067908248893}, {'asset': AAPL, 'quantity': 1229.0}]",-0.05843196609011336
2020-03-16 09:30:00-04:00,85433.29750724792,85433.29750724792,"[{'asset': USD, 'quantity': 85433.29750724792}]",-0.007149643690823382
2020-03-16 09:30:00-04:00,85433.29750724792,85433.29750724792,"[{'asset': USD, 'quantity': 85433.29750724792}]",0.0
2020-03-17 09:30:00-04:00,84098.14919181823,42737.82345481872,"[{'asset': USD, 'quantity': 42737.82345481872}, {'asset': AAPL, 'quantity': 690.0}]",-0.015627961864826956
2020-03-18 09:30:00-04:00,86090.77791496276,21398.293074569694,"[{'asset': USD, 'quantity': 21398.293074569694}, {'asset': AAPL, 'quantity': 1046.0}]",0.023694085331171566
2020-03-19 09:30:00-04:00,86026.77836891174,10698.675600967399,"[{'asset': USD, 'quantity': 10698.675600967399}, {'asset': AAPL, 'quantity': 1219.0}]",-0.0007433960709966048
2020-03-20 09:30:00-04:00,83423.03189884184,56047.84770999908,"[{'asset': USD, 'quantity': 56047.84770999908}, {'asset': AAPL, 'quantity': 443.0}]",-0.030266697410243015
2020-03-21 09:30:00-04:00,83154.22365680695,33162.070138130184,"[{'asset': USD, 'quantity': 33162.070138130184}, {'asset': AAPL, 'quantity': 809.0}]",-0.003222230550920857
